,Temperature (C),Humidity,Wind Speed (km/h)
2025-06-20 00:00:00,11.521427838295986,0.7374070130274155,10.838364221212066
2025-06-20 01:00:00,11.522611335715057,0.7373997140194739,10.838277278221405
2025-06-20 02:00:00,11.523791543332589,0.7373924353001388,10.838190576947422
2025-06-20 03:00:00,11.52496847033588,0.7373851768114812,10.838104116735305
2025-06-20 04:00:00,11.526142125880233,0.7373779384959692,10.838017896927346
2025-06-20 05:00:00,11.5273125190867,0.737370720296551,10.83793191686225
2025-06-20 06:00:00,11.528479659040569,0.7373635221567104,10.837846175874875
2025-06-20 07:00:00,11.529643554790702,0.737356344020493,10.837760673296398
2025-06-20 08:00:00,11.530804215349708,0.7373491858325005,10.837675408454876
2025-06-20 09:00:00,11.531961649694919,0.7373420475378575,10.83759038067615
2025-06-20 10:00:00,11.533115866770094,0.7373349290821506,10.837505589284998
2025-06-20 11:00:00,11.534266875487658,0.73732783041135,10.837421033606446
2025-06-20 12:00:00,11.535414684731315,0.7373207514717162,10.837336712967163
2025-06-20 13:00:00,11.536559303358835,0.7373136922097016,10.837252626696767
2025-06-20 14:00:00,11.53770074020481,0.7373066525718526,10.837168774129024
2025-06-20 15:00:00,11.538839004083174,0.7372996325047216,10.837085154602814
2025-06-20 16:00:00,11.539974103789312,0.7372926319547923,10.837001767462809
2025-06-20 17:00:00,11.54110604810167,0.7372856508684247,10.836918612059833
2025-06-20 18:00:00,11.542234845782708,0.737278689191823,10.83683568775089
2025-06-20 19:00:00,11.543360505579226,0.7372717468710267,10.83675299389887
2025-06-20 20:00:00,11.544483036222022,0.7372648238519249,10.83667052987197
2025-06-20 21:00:00,11.54560244642497,0.7372579200802933,10.836588295042878
2025-06-20 22:00:00,11.546718744883606,0.7372510355018465,10.8365062887878
2025-06-20 23:00:00,11.547831940273353,0.7372441700623051,10.836424510485402
2025-06-21 00:00:00,11.548942041247528,0.7372373237074702,10.836342959515743
2025-06-21 01:00:00,11.55004905643531,0.7372304963832979,10.836261635259286
2025-06-21 02:00:00,11.551152994439796,0.7372236880359723,10.83618053709605
2025-06-21 03:00:00,11.552253863836322,0.7372168986119676,10.836099664404964
2025-06-21 04:00:00,11.553351673171122,0.7372101280580983,10.836019016563444
2025-06-21 05:00:00,11.55444643096046,0.7372033763215518,10.835938592947246
2025-06-21 06:00:00,11.555538145690255,0.737196643349904,10.835858392930549
2025-06-21 07:00:00,11.556626825816192,0.7371899290911164,10.835778415886296
2025-06-21 08:00:00,11.557712479764351,0.737183233493515,10.835698661186733
2025-06-21 09:00:00,11.558795115932233,0.7371765565057552,10.835619128204092
2025-06-21 10:00:00,11.55987474269012,0.7371698980767736,10.835539816311377
2025-06-21 11:00:00,11.560951368382664,0.737163258155733,10.83546072488319
2025-06-21 12:00:00,11.562025001330584,0.7371566366919627,10.835381853296512
2025-06-21 13:00:00,11.563095649832317,0.7371500336349007,10.835303200931428
2025-06-21 14:00:00,11.564163322165564,0.73714344893404,10.83522476717168
2025-06-21 15:00:00,11.565228026588573,0.7371368825388848,10.835146551405096
2025-06-21 16:00:00,11.566289771341113,0.7371303343989164,10.835068553023788
2025-06-21 17:00:00,11.567348564645087,0.7371238044635747,10.834990771424176
2025-06-21 18:00:00,11.568404414704734,0.7371172926822522,10.834913206006807
2025-06-21 19:00:00,11.569457329706454,0.7371107990043028,10.834835856176005
2025-06-21 20:00:00,11.57050731781829,0.7371043233790628,10.834758721339389
2025-06-21 21:00:00,11.571554387189096,0.7370978657558833,10.834681800907289
2025-06-21 22:00:00,11.572598545947498,0.7370914260841693,10.834605094292103
2025-06-21 23:00:00,11.573639802200738,0.737085004313424,10.83452860090767
2025-06-22 00:00:00,11.574678164033472,0.7370786003932939,10.83445232016867
2025-06-22 01:00:00,11.575713639506636,0.7370722142736111,10.834376251490118
2025-06-22 02:00:00,11.576746236656456,0.737065845904432,10.834300394286974
2025-06-22 03:00:00,11.577775963493687,0.7370594952360653,10.834224747973888
2025-06-22 04:00:00,11.578802828003095,0.7370531622190927,10.83414931196511
2025-06-22 05:00:00,11.579826838143264,0.7370468468043776,10.83407408567454
2025-06-22 06:00:00,11.580848001846688,0.7370405489430635,10.833999068515933
2025-06-22 07:00:00,11.581866327020164,0.737034268586561,10.833924259903206
2025-06-22 08:00:00,11.582881821545419,0.7370280056865267,10.833849659250857
2025-06-22 09:00:00,11.58389449327996,0.7370217601948349,10.83377526597443
2025-06-22 10:00:00,11.584904350058038,0.7370155320635435,10.833701079490998
2025-06-22 11:00:00,11.585911399691673,0.7370093212448594,10.83362709921965
2025-06-22 12:00:00,11.586915649971685,0.7370031276911028,10.833553324581892
2025-06-22 13:00:00,11.587917108668623,0.7369969513546756,10.833479755002008
2025-06-22 14:00:00,11.588915783533562,0.7369907921880349,10.833406389907287
2025-06-22 15:00:00,11.589911682298702,0.7369846501436723,10.833333228728163
2025-06-22 16:00:00,11.590904812677762,0.7369785251741031,10.833260270898213
2025-06-22 17:00:00,11.591895182366116,0.7369724172318618,10.833187515854052
2025-06-22 18:00:00,11.592882799040728,0.7369663262695082,10.833114963035126
2025-06-22 19:00:00,11.593867670359836,0.736960252239639,10.833042611883418
2025-06-22 20:00:00,11.594849803962504,0.7369541950949072,10.832970461843097
2025-06-22 21:00:00,11.59582920746801,0.7369481547880458,10.83289851236014
2025-06-22 22:00:00,11.596805888475174,0.7369421312718932,10.832826762881947
2025-06-22 23:00:00,11.59777985456167,0.7369361244994211,10.83275521285698
2025-06-23 00:00:00,11.598751113283363,0.7369301344237589,10.832683861734473
2025-06-23 01:00:00,11.599719672173743,0.7369241609982167,10.832612708964175
2025-06-23 02:00:00,11.600685538743484,0.7369182041763025,10.832541753996216
2025-06-23 03:00:00,11.60164872048016,0.736912263911734,10.83247099628104
2025-06-23 04:00:00,11.602609224848154,0.7369063401584438,10.83240043526944
2025-06-23 05:00:00,11.603567059288725,0.7369004328705783,10.832330070412667
